x,y,z
2.6923077,1.7692308,0.0055756347
2.6923077,1.9230769,0.0041970525
2.6923077,2.0769231,0.0030854274
2.6923077,2.2307692,0.0022151702
2.6923077,2.3846154,0.0015531726
2.6923077,2.5384615,0.0010635384
2.6923077,2.6923077,0.00071122572
2.6923077,2.8461538,0.00046449665
2.6923077,3,0.00029626378

2.8461538,-3,0.00019348785
2.8461538,-2.8461538,0.00030335958
2.8461538,-2.6923077,0.00046449665
2.8461538,-2.5384615,0.00069458963
2.8461538,-2.3846154,0.0010143664
2.8461538,-2.2307692,0.0014467125
2.8461538,-2.0769231,0.0020150715
2.8461538,-1.9230769,0.0027410663
2.8461538,-1.7692308,0.0036414089
2.8461538,-1.6153846,0.0047243297
2.8461538,-1.4615385,0.0059859322
2.8461538,-1.3076923,0.0074070321
2.8461538,-1.1538462,0.0089511225
2.8461538,-1,0.010564078
2.8461538,-0.84615385,0.012176054
2.8461538,-0.69230769,0.013705736
2.8461538,-0.53846154,0.01506673
2.8461538,-0.38461538,0.016175454
2.8461538,-0.23076923,0.016959569
2.8461538,-0.076923077,0.017365767
2.8461538,0.076923077,0.017365767
2.8461538,0.23076923,0.016959569
2.8461538,0.38461538,0.016175454
2.8461538,0.53846154,0.01506673
2.8461538,0.69230769,0.013705736
2.8461538,0.84615385,0.012176054
2.8461538,1,0.010564078
2.8461538,1.1538462,0.0089511225
2.8461538,1.3076923,0.0074070321
2.8461538,1.4615385,0.0059859322
2.8461538,1.6153846,0.0047243297
2.8461538,1.7692308,0.0036414089
2.8461538,1.9230769,0.0027410663
2.8461538,2.0769231,0.0020150715
2.8461538,2.2307692,0.0014467125
2.8461538,2.3846154,0.0010143664
2.8461538,2.5384615,0.00069458963
2.8461538,2.6923077,0.00046449665
2.8461538,2.8461538,0.00030335958
2.8461538,3,0.00019348785

3,-3,0.0001234098
3,-2.8461538,0.00019348785
3,-2.6923077,0.00029626378
3,-2.5384615,0.00044302095
3,-2.3846154,0.00064697994
3,-2.2307692,0.00092273758
3,-2.0769231,0.0012852465
3,-1.9230769,0.0017482982
3,-1.7692308,0.0023225519
3,-1.6153846,0.003013257
3,-1.4615385,0.0038179283
3,-1.3076923,0.0047243297
3,-1.1538462,0.0057091766
3,-1,0.006737947
3,-0.84615385,0.0077660923
3,-0.69230769,0.0087417492
3,-0.53846154,0.009609814
3,-0.38461538,0.010316977
3,-0.23076923,0.010817098
3,-0.076923077,0.011076178
3,0.076923077,0.011076178
3,0.23076923,0.010817098
3,0.38461538,0.010316977
3,0.53846154,0.009609814
3,0.69230769,0.0087417492
3,0.84615385,0.0077660923
3,1,0.006737947
3,1.1538462,0.0057091766
3,1.3076923,0.0047243297
3,1.4615385,0.0038179283
3,1.6153846,0.003013257
3,1.7692308,0.0023225519
3,1.9230769,0.0017482982
3,2.0769231,0.0012852465
3,2.2307692,0.00092273758
3,2.3846154,0.00064697994
3,2.5384615,0.00044302095
3,2.6923077,0.00029626378
3,2.8461538,0.00019348785
3,3,0.0001234098

